ID_Livro,Titulo,Numero_Paginas,Data_Aquisicao,Categoria,Valor_Aquisicao,Exemplares_Disponiveis,Biblioteca,Exemplares_Emprestados,Idioma,Renovacoes_Realizadas
1767,Moby Dick #1767,720,2019-11-02,Infantil,70.67,6,RJ,6,Francês,0
1768,O Hobbit #1768,267,2019-11-03,Distopia,101.68,2,SP,0,Português,4
1769,O Código Da Vinci #1769,1118,2019-11-04,Romance,53.36,6,SP,1,Espanhol,0
1770,Cem Anos de Solidão #1770,175,2019-11-05,Distopia,103.82,8,RJ,8,Inglês,8
1771,Dom Casmurro #1771,91,2019-11-06,Realismo Mágico,113.42,1,ES,12,Francês,2
1772,O Alquimista #1772,750,2019-11-07,Fantasia,97.46,3,MG,1,Francês,5
1773,Ensaio Sobre a Cegueira #1773,231,2019-11-08,Romance,48.2,3,SP,10,Francês,4
1774,A Revolução dos Bichos #1774,175,2019-11-09,Suspense,55.65,8,SP,3,Espanhol,8
1775,Cem Anos de Solidão #1775,155,2019-11-10,Infantil,63.62,3,ES,10,Português,1
1776,Moby Dick #1776,135,2019-11-11,Realismo Mágico,97.03,2,MG,7,Português,1
1777,O Pequeno Príncipe #1777,652,2019-11-12,Romance,49.7,5,ES,1,Francês,5
1778,Dom Casmurro #1778,309,2019-11-13,Fantasia,109.53,5,SP,1,Espanhol,4
1779,Harry Potter #1779,554,2019-11-14,Romance,24.06,1,SP,0,Espanhol,6
1780,O Senhor dos Anéis #1780,153,2019-11-15,Distopia,56.58,2,MG,4,Espanhol,3
1781,Grande Sertão: Veredas #1781,880,2019-11-16,Fantasia,145.2,10,ES,8,Inglês,0
1782,Grande Sertão: Veredas #1782,610,2019-11-17,Ficção Científica,123.86,2,RJ,3,Português,7
1783,O Senhor dos Anéis #1783,339,2019-11-18,Infantil,126.11,7,RJ,8,Português,2
1784,Harry Potter #1784,987,2019-11-19,Fantasia,30.01,9,MG,7,Inglês,2
1785,Dom Casmurro #1785,456,2019-11-20,Ficção Científica,36.45,9,RJ,7,Espanhol,6
1786,Memórias Póstumas #1786,579,2019-11-21,Clássico,132.68,8,ES,9,Português,1
1787,Cem Anos de Solidão #1787,99,2019-11-22,Realismo Mágico,21.48,8,SP,4,Inglês,4
1788,Dom Casmurro #1788,231,2019-11-23,Fantasia,142.28,4,MG,12,Francês,8
1789,A Hora da Estrela #1789,943,2019-11-24,Infantil,60.74,9,ES,10,Inglês,2
1790,Ensaio Sobre a Cegueira #1790,865,2019-11-25,Romance,49.4,2,ES,11,Português,2
1791,A Revolução dos Bichos #1791,324,2019-11-26,Infantil,54.76,7,ES,9,Inglês,4
1792,O Código Da Vinci #1792,782,2019-11-27,Terror,122.73,7,RJ,1,Português,1
1793,Cem Anos de Solidão #1793,579,2019-11-28,Suspense,36.87,2,ES,9,Francês,8
1794,Ensaio Sobre a Cegueira #1794,976,2019-11-29,Infantil,134.15,9,SP,11,Francês,2
1795,Orgulho e Preconceito #1795,1050,2019-11-30,Suspense,70.83,9,MG,3,Francês,8
1796,Harry Potter #1796,534,2019-12-01,Infantil,74.24,5,RJ,9,Espanhol,2
1797,1984 #1797,166,2019-12-02,Ficção Científica,131.99,3,SP,1,Inglês,8
1798,A Revolução dos Bichos #1798,311,2019-12-03,Terror,37.19,1,ES,6,Português,1
1799,A Revolução dos Bichos #1799,1006,2019-12-04,Romance,34.41,10,SP,9,Francês,1
1800,O Alquimista #1800,412,2019-12-05,Romance,34.99,2,ES,6,Francês,0
1801,Capitães da Areia #1801,879,2019-12-06,Clássico,140.29,6,ES,6,Português,8
1802,Capitães da Areia #1802,109,2019-12-07,Terror,90.72,2,ES,12,Português,3
1803,Orgulho e Preconceito #1803,306,2019-12-08,Distopia,47.23,4,MG,12,Português,3
1804,O Alquimista #1804,291,2019-12-09,Romance,55.44,8,SP,0,Inglês,0
1805,Moby Dick #1805,430,2019-12-10,Terror,79.39,1,MG,8,Português,1
1806,Grande Sertão: Veredas #1806,1136,2019-12-11,Fantasia,83.76,7,ES,11,Português,8
1807,Capitães da Areia #1807,495,2019-12-12,Fantasia,35.16,10,ES,6,Francês,2
1808,O Senhor dos Anéis #1808,384,2019-12-13,Clássico,94.41,6,RJ,1,Espanhol,7
1809,Orgulho e Preconceito #1809,995,2019-12-14,Fantasia,84.28,3,ES,0,Inglês,4
1810,Ensaio Sobre a Cegueira #1810,594,2019-12-15,Infantil,138.24,7,SP,2,Espanhol,8
1811,O Hobbit #1811,118,2019-12-16,Suspense,37.72,5,SP,4,Francês,5
1812,1984 #1812,484,2019-12-17,Distopia,126.98,6,MG,12,Português,7
1813,A Revolução dos Bichos #1813,934,2019-12-18,Romance,136.85,5,SP,4,Francês,7
1814,O Pequeno Príncipe #1814,1109,2019-12-19,Distopia,71.43,6,MG,6,Francês,1
1815,Grande Sertão: Veredas #1815,220,2019-12-20,Ficção Científica,149.11,7,MG,0,Inglês,7
1816,O Alquimista #1816,293,2019-12-21,Terror,110.15,6,SP,3,Português,6
1817,Cem Anos de Solidão #1817,164,2019-12-22,Suspense,126.15,5,ES,1,Inglês,8
1818,Orgulho e Preconceito #1818,149,2019-12-23,Ficção,141.82,7,MG,4,Francês,0
1819,Harry Potter #1819,104,2019-12-24,Romance,116.27,9,RJ,8,Francês,2
1820,Dom Casmurro #1820,978,2019-12-25,Terror,50.67,6,MG,10,Inglês,1
1821,O Pequeno Príncipe #1821,1079,2019-12-26,Fantasia,121.77,6,SP,5,Espanhol,1
1822,O Código Da Vinci #1822,286,2019-12-27,Infantil,68.87,10,ES,2,Português,1
1823,O Código Da Vinci #1823,232,2019-12-28,Romance,118.79,10,MG,7,Francês,4
1824,1984 #1824,520,2019-12-29,Suspense,88.39,4,SP,8,Espanhol,4
1825,Grande Sertão: Veredas #1825,832,2019-12-30,Ficção,80.46,7,SP,7,Português,4
1826,Grande Sertão: Veredas #1826,1157,2019-12-31,Realismo Mágico,128.78,8,RJ,7,Inglês,2
1827,Neuromancer #1827,976,2020-01-01,Distopia,136.46,3,SP,9,Inglês,0
1828,O Alquimista #1828,1164,2020-01-02,Infantil,80.6,4,SP,4,Espanhol,0
1829,A Hora da Estrela #1829,777,2020-01-03,Ficção,34.89,9,RJ,1,Português,8
1830,It - A Coisa #1830,332,2020-01-04,Realismo Mágico,42.96,2,MG,8,Inglês,6
1831,Neuromancer #1831,109,2020-01-05,Ficção,93.01,9,ES,11,Francês,8
1832,Drácula #1832,1143,2020-01-06,Terror,27.69,2,RJ,7,Inglês,1
1833,Cem Anos de Solidão #1833,1006,2020-01-07,Suspense,148.38,6,MG,10,Espanhol,0
1834,Neuromancer #1834,859,2020-01-08,Terror,22.87,2,SP,5,Espanhol,2
1835,Harry Potter #1835,145,2020-01-09,Terror,63.52,3,MG,0,Inglês,5
1836,O Alquimista #1836,209,2020-01-10,Clássico,109.38,9,MG,9,Espanhol,6
1837,Orgulho e Preconceito #1837,150,2020-01-11,Realismo Mágico,44.65,9,RJ,0,Inglês,0
1838,A Hora da Estrela #1838,803,2020-01-12,Terror,133.05,10,RJ,4,Português,7
1839,Capitães da Areia #1839,736,2020-01-13,Realismo Mágico,33.59,1,RJ,6,Português,7
1840,A Revolução dos Bichos #1840,563,2020-01-14,Infantil,30.92,7,ES,4,Francês,7
1841,O Pequeno Príncipe #1841,621,2020-01-15,Ficção,112.86,3,SP,4,Espanhol,3
1842,1984 #1842,936,2020-01-16,Ficção,83.16,7,ES,11,Espanhol,2
1843,O Alquimista #1843,377,2020-01-17,Clássico,100.07,8,ES,8,Português,1
1844,Dom Casmurro #1844,397,2020-01-18,Romance,80.32,3,ES,1,Inglês,4
1845,Drácula #1845,291,2020-01-19,Fantasia,31.44,5,ES,9,Espanhol,7
1846,O Senhor dos Anéis #1846,171,2020-01-20,Terror,52.4,10,MG,9,Português,8
1847,1984 #1847,1012,2020-01-21,Romance,66.62,10,ES,7,Português,6
1848,Memórias Póstumas #1848,117,2020-01-22,Infantil,104.43,9,RJ,0,Francês,4
1849,Ensaio Sobre a Cegueira #1849,179,2020-01-23,Romance,106.73,5,MG,1,Português,2
1850,Ensaio Sobre a Cegueira #1850,327,2020-01-24,Suspense,132.32,6,RJ,10,Inglês,2
1851,Neuromancer #1851,831,2020-01-25,Realismo Mágico,56.66,6,RJ,6,Espanhol,6
1852,1984 #1852,525,2020-01-26,Ficção,24.75,4,RJ,5,Espanhol,5
1853,O Alquimista #1853,935,2020-01-27,Infantil,148.62,9,SP,5,Francês,6
1854,A Revolução dos Bichos #1854,251,2020-01-28,Realismo Mágico,64.96,9,MG,5,Inglês,0
1855,O Hobbit #1855,128,2020-01-29,Fantasia,71.41,3,MG,6,Francês,2
1856,A Revolução dos Bichos #1856,1100,2020-01-30,Suspense,77.68,6,RJ,11,Inglês,6
1857,Orgulho e Preconceito #1857,627,2020-01-31,Suspense,47.2,6,SP,7,Francês,6
1858,Orgulho e Preconceito #1858,822,2020-02-01,Distopia,83.09,4,SP,4,Francês,3
1859,Harry Potter #1859,903,2020-02-02,Distopia,75.99,1,ES,3,Espanhol,3
1860,Drácula #1860,484,2020-02-03,Terror,136.84,5,SP,6,Português,6
1861,O Pequeno Príncipe #1861,83,2020-02-04,Ficção Científica,126.41,7,MG,11,Português,8
1862,A Hora da Estrela #1862,230,2020-02-05,Distopia,63.71,3,ES,4,Português,1
1863,Drácula #1863,1148,2020-02-06,Fantasia,117.45,8,RJ,5,Inglês,2
1864,1984 #1864,992,2020-02-07,Ficção,136.11,10,RJ,9,Inglês,0
1865,Moby Dick #1865,1188,2020-02-08,Clássico,39.99,6,MG,9,Inglês,0
1866,Drácula #1866,1019,2020-02-09,Fantasia,44.85,9,RJ,2,Português,1
1867,Harry Potter #1867,534,2020-02-10,Suspense,42.9,8,SP,4,Português,0
1868,A Revolução dos Bichos #1868,140,2020-02-11,Fantasia,80.13,5,SP,4,Português,7
1869,Ensaio Sobre a Cegueira #1869,320,2020-02-12,Terror,56.02,7,SP,9,Português,3
1870,1984 #1870,142,2020-02-13,Ficção,67.12,3,RJ,5,Português,8
1871,Memórias Póstumas #1871,1069,2020-02-14,Ficção Científica,38.68,8,ES,2,Inglês,6
1872,Cem Anos de Solidão #1872,383,2020-02-15,Infantil,35.89,10,ES,10,Inglês,2
1873,Orgulho e Preconceito #1873,756,2020-02-16,Ficção Científica,131.47,10,SP,7,Espanhol,5
1874,Memórias Póstumas #1874,1046,2020-02-17,Ficção Científica,119.79,8,ES,0,Inglês,6
1875,Memórias Póstumas #1875,651,2020-02-18,Clássico,106.74,6,ES,8,Inglês,3
1876,O Senhor dos Anéis #1876,646,2020-02-19,Ficção,56.41,4,RJ,5,Francês,5
1877,O Senhor dos Anéis #1877,876,2020-02-20,Romance,130.35,3,RJ,7,Espanhol,0
1878,1984 #1878,310,2020-02-21,Distopia,91.85,3,RJ,0,Inglês,8
1879,Cem Anos de Solidão #1879,1016,2020-02-22,Infantil,84.13,7,SP,7,Português,5
1880,Cem Anos de Solidão #1880,535,2020-02-23,Suspense,132.23,5,RJ,10,Espanhol,5
1881,A Hora da Estrela #1881,925,2020-02-24,Realismo Mágico,108.04,5,RJ,9,Espanhol,8
1882,Drácula #1882,930,2020-02-25,Terror,103.43,8,MG,9,Português,1
1883,A Revolução dos Bichos #1883,1151,2020-02-26,Romance,25.09,3,ES,7,Português,6
1884,Moby Dick #1884,268,2020-02-27,Distopia,146.39,5,SP,12,Português,0
1885,A Hora da Estrela #1885,672,2020-02-28,Romance,149.27,10,RJ,8,Francês,4
1886,O Senhor dos Anéis #1886,85,2020-02-29,Infantil,99.68,4,SP,9,Inglês,0
1887,It - A Coisa #1887,707,2020-03-01,Romance,56.28,7,SP,4,Português,8
1888,Cem Anos de Solidão #1888,590,2020-03-02,Terror,127.91,9,ES,6,Português,3
1889,Grande Sertão: Veredas #1889,691,2020-03-03,Romance,95.06,7,MG,12,Português,5
1890,Capitães da Areia #1890,475,2020-03-04,Infantil,44.84,9,MG,5,Francês,6
1891,Orgulho e Preconceito #1891,592,2020-03-05,Distopia,21.57,4,RJ,5,Inglês,7
1892,A Hora da Estrela #1892,1162,2020-03-06,Ficção,39.57,2,SP,5,Espanhol,2
1893,O Hobbit #1893,810,2020-03-07,Clássico,54.58,3,MG,4,Francês,5
1894,O Pequeno Príncipe #1894,855,2020-03-08,Infantil,62.95,7,SP,8,Inglês,8
1895,O Hobbit #1895,963,2020-03-09,Romance,110.34,4,ES,12,Inglês,5
1896,Neuromancer #1896,651,2020-03-10,Ficção Científica,147.29,2,ES,11,Inglês,0
1897,Moby Dick #1897,954,2020-03-11,Ficção Científica,142.35,4,ES,8,Português,2
1898,O Hobbit #1898,358,2020-03-12,Ficção,43.94,6,RJ,10,Inglês,7
1899,A Revolução dos Bichos #1899,685,2020-03-13,Fantasia,66.16,5,MG,1,Inglês,0
1900,O Senhor dos Anéis #1900,575,2020-03-14,Romance,47.93,10,SP,6,Português,1
1901,O Código Da Vinci #1901,1168,2020-03-15,Infantil,85.41,10,RJ,8,Espanhol,2
1902,Ensaio Sobre a Cegueira #1902,403,2020-03-16,Distopia,124.3,8,ES,4,Francês,7
1903,O Código Da Vinci #1903,352,2020-03-17,Terror,40.34,8,MG,7,Francês,7
1904,O Senhor dos Anéis #1904,109,2020-03-18,Terror,99.62,1,SP,4,Português,1
1905,Neuromancer #1905,1012,2020-03-19,Ficção Científica,71.93,10,SP,4,Inglês,5
1906,1984 #1906,464,2020-03-20,Ficção,86.88,2,ES,1,Francês,1
1907,Capitães da Areia #1907,645,2020-03-21,Fantasia,76.25,8,MG,2,Espanhol,4
1908,Ensaio Sobre a Cegueira #1908,776,2020-03-22,Infantil,53.67,1,MG,11,Francês,5
1909,A Revolução dos Bichos #1909,991,2020-03-23,Terror,39.53,8,ES,0,Francês,2
1910,Neuromancer #1910,716,2020-03-24,Distopia,48.03,2,MG,7,Português,8
1911,Cem Anos de Solidão #1911,706,2020-03-25,Fantasia,94.55,7,MG,12,Inglês,3
1912,Drácula #1912,1107,2020-03-26,Ficção,34.73,2,RJ,5,Português,2
1913,O Alquimista #1913,200,2020-03-27,Fantasia,44.74,3,ES,9,Inglês,0
1914,O Alquimista #1914,205,2020-03-28,Suspense,43.34,4,RJ,5,Espanhol,0
1915,Harry Potter #1915,254,2020-03-29,Suspense,36.85,10,SP,9,Francês,3
1916,Dom Casmurro #1916,408,2020-03-30,Distopia,116.38,3,ES,4,Português,2
1917,Grande Sertão: Veredas #1917,1151,2020-03-31,Distopia,125.29,7,MG,3,Português,1
1918,Orgulho e Preconceito #1918,748,2020-04-01,Infantil,74.07,2,RJ,5,Inglês,6
1919,A Revolução dos Bichos #1919,835,2020-04-02,Suspense,145.77,2,SP,1,Português,3
1920,Orgulho e Preconceito #1920,598,2020-04-03,Realismo Mágico,91.98,3,SP,9,Inglês,6
1921,Ensaio Sobre a Cegueira #1921,469,2020-04-04,Fantasia,50.32,2,SP,8,Português,1
1922,Orgulho e Preconceito #1922,982,2020-04-05,Clássico,50.15,4,ES,8,Espanhol,5
1923,It - A Coisa #1923,696,2020-04-06,Realismo Mágico,114.48,4,ES,7,Espanhol,2
1924,It - A Coisa #1924,839,2020-04-07,Suspense,149.9,8,MG,3,Espanhol,3
1925,Ensaio Sobre a Cegueira #1925,857,2020-04-08,Ficção,57.39,2,RJ,11,Inglês,8
1926,A Revolução dos Bichos #1926,1101,2020-04-09,Infantil,84.34,6,SP,5,Francês,3
1927,Capitães da Areia #1927,950,2020-04-10,Infantil,59.74,7,ES,3,Inglês,1
1928,A Hora da Estrela #1928,1102,2020-04-11,Suspense,80.75,7,MG,3,Espanhol,8
1929,Neuromancer #1929,230,2020-04-12,Fantasia,118.92,1,RJ,10,Português,3
1930,Grande Sertão: Veredas #1930,597,2020-04-13,Ficção,75.4,4,MG,10,Inglês,5
1931,Memórias Póstumas #1931,162,2020-04-14,Ficção Científica,105.3,6,ES,4,Português,8
1932,Memórias Póstumas #1932,984,2020-04-15,Fantasia,122.28,7,MG,0,Inglês,8
1933,A Hora da Estrela #1933,812,2020-04-16,Infantil,145.0,1,MG,4,Português,4
1934,Grande Sertão: Veredas #1934,822,2020-04-17,Infantil,92.61,2,MG,1,Francês,0
1935,Dom Casmurro #1935,836,2020-04-18,Infantil,118.04,3,RJ,10,Português,8
1936,Neuromancer #1936,323,2020-04-19,Terror,101.43,6,SP,1,Português,1
1937,Dom Casmurro #1937,456,2020-04-20,Suspense,107.99,9,ES,7,Português,3
1938,Dom Casmurro #1938,1032,2020-04-21,Distopia,133.06,7,SP,3,Espanhol,5
1939,Dom Casmurro #1939,317,2020-04-22,Terror,76.02,7,RJ,11,Espanhol,4
1940,Neuromancer #1940,145,2020-04-23,Ficção,95.69,10,RJ,11,Francês,2
1941,Cem Anos de Solidão #1941,928,2020-04-24,Ficção,25.25,3,SP,0,Português,1
1942,O Senhor dos Anéis #1942,686,2020-04-25,Suspense,24.72,2,ES,12,Português,7
1943,Ensaio Sobre a Cegueira #1943,385,2020-04-26,Distopia,145.37,8,ES,0,Espanhol,8
1944,Dom Casmurro #1944,683,2020-04-27,Infantil,70.87,6,MG,0,Português,1
1945,O Código Da Vinci #1945,191,2020-04-28,Infantil,27.22,8,SP,7,Português,1
1946,Grande Sertão: Veredas #1946,803,2020-04-29,Ficção,142.88,4,RJ,4,Espanhol,7
1947,Grande Sertão: Veredas #1947,889,2020-04-30,Terror,35.86,3,RJ,0,Inglês,0
1948,O Hobbit #1948,422,2020-05-01,Infantil,56.0,2,SP,11,Português,7
1949,O Alquimista #1949,947,2020-05-02,Infantil,75.51,10,MG,11,Espanhol,8
1950,Dom Casmurro #1950,335,2020-05-03,Terror,111.56,1,SP,7,Francês,1
1951,Capitães da Areia #1951,1010,2020-05-04,Realismo Mágico,112.98,10,ES,9,Inglês,6
1952,O Código Da Vinci #1952,916,2020-05-05,Romance,81.44,9,SP,3,Francês,0
1953,It - A Coisa #1953,956,2020-05-06,Clássico,93.29,3,RJ,7,Francês,1
1954,O Alquimista #1954,508,2020-05-07,Ficção,118.3,8,RJ,6,Inglês,0
1955,It - A Coisa #1955,571,2020-05-08,Romance,127.31,7,MG,1,Francês,3
1956,1984 #1956,642,2020-05-09,Ficção,45.97,8,SP,5,Espanhol,5
1957,1984 #1957,575,2020-05-10,Suspense,62.79,2,MG,6,Espanhol,2
1958,Neuromancer #1958,490,2020-05-11,Clássico,38.88,8,ES,11,Francês,0
1959,Memórias Póstumas #1959,854,2020-05-12,Distopia,104.11,1,MG,5,Português,2
1960,A Hora da Estrela #1960,593,2020-05-13,Infantil,67.53,1,SP,5,Inglês,0
1961,Dom Casmurro #1961,622,2020-05-14,Ficção,73.7,3,SP,8,Espanhol,7
1962,Capitães da Areia #1962,344,2020-05-15,Realismo Mágico,127.51,3,SP,4,Português,0
1963,A Hora da Estrela #1963,181,2020-05-16,Fantasia,36.36,8,MG,5,Português,5
1964,Moby Dick #1964,619,2020-05-17,Suspense,135.78,1,ES,7,Inglês,5
1965,Drácula #1965,476,2020-05-18,Distopia,113.21,4,RJ,9,Espanhol,0
1966,A Hora da Estrela #1966,1127,2020-05-19,Realismo Mágico,72.67,10,RJ,4,Inglês,1
1967,O Código Da Vinci #1967,85,2020-05-20,Terror,41.33,10,MG,7,Inglês,2
1968,It - A Coisa #1968,284,2020-05-21,Romance,109.8,1,ES,5,Francês,5
1969,O Alquimista #1969,647,2020-05-22,Clássico,120.36,3,ES,1,Espanhol,1
1970,O Código Da Vinci #1970,890,2020-05-23,Realismo Mágico,124.5,7,ES,0,Inglês,0
1971,Orgulho e Preconceito #1971,1080,2020-05-24,Terror,32.76,1,SP,9,Francês,1
1972,Harry Potter #1972,370,2020-05-25,Ficção,69.31,1,MG,8,Português,4
1973,Capitães da Areia #1973,1163,2020-05-26,Clássico,42.79,6,RJ,12,Inglês,6
1974,Neuromancer #1974,177,2020-05-27,Romance,78.31,7,SP,4,Espanhol,6
1975,A Revolução dos Bichos #1975,1078,2020-05-28,Distopia,82.77,1,RJ,8,Inglês,6
1976,Harry Potter #1976,535,2020-05-29,Fantasia,44.27,5,SP,11,Português,4
1977,It - A Coisa #1977,1110,2020-05-30,Terror,85.99,10,SP,11,Inglês,4
1978,O Senhor dos Anéis #1978,349,2020-05-31,Infantil,108.3,7,SP,2,Francês,7
1979,Orgulho e Preconceito #1979,787,2020-06-01,Fantasia,60.28,2,SP,9,Português,8
1980,Drácula #1980,335,2020-06-02,Clássico,120.98,5,SP,3,Inglês,2
1981,It - A Coisa #1981,900,2020-06-03,Distopia,55.29,2,SP,1,Inglês,8
1982,Memórias Póstumas #1982,1017,2020-06-04,Distopia,47.29,9,ES,9,Inglês,4
1983,Drácula #1983,926,2020-06-05,Suspense,47.25,1,ES,8,Francês,1
1984,Ensaio Sobre a Cegueira #1984,907,2020-06-06,Realismo Mágico,64.8,3,SP,6,Português,4
1985,A Hora da Estrela #1985,1117,2020-06-07,Realismo Mágico,116.46,3,MG,3,Francês,0
1986,Moby Dick #1986,1026,2020-06-08,Distopia,118.0,9,SP,11,Português,0
1987,Ensaio Sobre a Cegueira #1987,968,2020-06-09,Clássico,62.64,9,SP,2,Espanhol,8
1988,O Hobbit #1988,782,2020-06-10,Romance,120.68,2,MG,0,Espanhol,6
1989,O Hobbit #1989,620,2020-06-11,Infantil,82.79,2,ES,10,Inglês,8
1990,A Revolução dos Bichos #1990,328,2020-06-12,Clássico,95.29,1,SP,0,Inglês,1
1991,Ensaio Sobre a Cegueira #1991,571,2020-06-13,Terror,120.96,6,SP,10,Francês,1
1992,Capitães da Areia #1992,1185,2020-06-14,Ficção,42.69,10,SP,9,Português,7
1993,1984 #1993,733,2020-06-15,Suspense,46.48,9,RJ,1,Espanhol,3
1994,Capitães da Areia #1994,577,2020-06-16,Infantil,53.62,10,SP,8,Inglês,1
1995,Cem Anos de Solidão #1995,336,2020-06-17,Distopia,93.67,8,MG,1,Francês,5
1996,Harry Potter #1996,136,2020-06-18,Suspense,77.0,10,MG,10,Espanhol,3
1997,Grande Sertão: Veredas #1997,496,2020-06-19,Ficção Científica,148.79,2,RJ,4,Francês,1
1998,Capitães da Areia #1998,291,2020-06-20,Infantil,115.76,7,SP,6,Francês,8
1999,1984 #1999,941,2020-06-21,Ficção Científica,46.78,1,MG,10,Inglês,7
2000,Dom Casmurro #2000,859,2020-06-22,Terror,127.87,3,ES,4,Português,0
